Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk,fraud_probability
PRV55322,28,7270,259.6428571428572,3200,3,0,-0.1791204397042377,0.036887817,0.0006672731
PRV55323,144,36470,253.26388888888889,3300,5,0,-0.1537203054140309,0.1261502,0.0048132846
PRV55324,25,7530,301.2,3300,3,0,-0.1790629959940322,0.029122006,0.00088255416
PRV55325,41,14980,365.3658536585366,3300,3,0,-0.1761952037111209,0.09293661,0.0011876917
PRV55326,58,11700,201.72413793103448,3300,2,0,-0.1737487706407738,0.15158817,0.0043974505
PRV55329,2,360,180.0,300,2,0,-0.1700245058968459,0.0,0.0021228187
PRV55330,4,1170,292.5,900,2,0,-0.1749191924001993,0.0,0.00080266816
PRV55331,23,4700,204.34782608695653,1400,2,0,-0.177315499734633,0.028758511,0.010135017
PRV55333,51,9500,186.2745098039216,1700,1,0,-0.1651982205758831,0.17000693,0.01357736
PRV55335,24,1760,73.33333333333333,300,1,0,-0.1673890055099536,0.029917385,0.0006881272
PRV55337,13,1890,145.3846153846154,500,2,0,-0.1758398407268469,0.01756498,0.00041301126
PRV55338,46,8790,191.08695652173915,1900,1,0,-0.1657483245109869,0.11179514,0.00043398837
PRV55339,30,7880,262.6666666666667,2100,1,0,-0.1726166931067206,0.040021617,0.0004346247
PRV55340,108,32730,303.05555555555554,3300,1,0,-0.1585027900410416,0.14899436,0.00090792374
PRV55341,14,1240,88.57142857142857,600,1,0,-0.1732198788771812,0.017431682,0.0005109763
PRV55342,9,2440,271.1111111111111,1300,1,0,-0.1743769746557016,0.034562968,0.00087348546
PRV55343,90,23940,266.0,3300,6,0,-0.1676077857963119,0.14531635,0.00079300674
PRV55344,14,8320,594.2857142857143,2300,1,0,-0.1686607319305064,0.018608341,0.00047970243
PRV55345,15,7310,487.3333333333333,3000,2,0,-0.1774196071890794,0.018351357,0.0015042811
PRV55348,7,610,87.14285714285714,200,2,0,-0.171755545367862,0.04862238,0.0060462155
PRV55350,31,4210,135.80645161290323,700,2,0,-0.1691285159352843,0.044320583,0.0015076179
PRV55351,10,1650,165.0,800,1,0,-0.1762255668068651,0.022201512,0.0004359768
PRV55352,39,12850,329.4871794871795,3200,1,0,-0.1745185989632463,0.08305986,0.00039141293
PRV55353,12,2970,247.5,1700,3,0,-0.1769505179142612,0.017923051,0.00059429416
PRV55354,178,43990,247.1348314606741,2300,4,0,-0.1394748583019372,0.15434875,0.005176527
PRV55355,1,90,90.0,90,1,0,-0.1656919797699161,0.0,0.0017946006
PRV55356,27,5030,186.2962962962963,1000,2,0,-0.1760302061485436,0.03467135,0.00083183846
PRV55357,161,37270,231.49068322981367,3300,1,0,-0.1463902294815668,0.16081303,0.0027692823
PRV55358,37,14710,397.5675675675676,3200,1,0,-0.1738552517377944,0.07259305,0.0008221712
PRV55359,113,47940,424.2477876106194,3300,3,0,-0.1540804985863308,0.16210328,0.068058714
PRV55360,17,4880,287.05882352941177,2600,1,0,-0.1772232411715472,0.020294981,0.0004411768
PRV55361,85,23420,275.52941176470586,3200,5,0,-0.1678189911873582,0.1543764,0.0005110993
PRV55362,148,36170,244.3918918918919,3300,4,0,-0.151466296599985,0.1810231,0.029513458
PRV55363,62,24070,388.2258064516129,3300,1,0,-0.1718770719451327,0.18103363,0.0061601256
PRV55364,1,80,80.0,80,1,0,-0.1660638158773064,0.0,0.0017946006
PRV55365,7,370,52.85714285714285,90,1,0,-0.1642148759462792,0.04853333,0.0037552656
PRV55366,107,20310,189.8130841121496,2400,1,0,-0.1491345366649434,0.16264287,0.00071662356
PRV55368,115,24770,215.3913043478261,3300,56,0,-0.0929192342909476,0.17279388,0.0056906673
PRV55371,3,330,110.0,200,1,0,-0.1679345544465456,0.0,0.0035571032
PRV55372,12,2620,218.3333333333333,500,1,0,-0.1740389552257685,0.017784346,0.00071349303
PRV55374,33,335000,10151.515151515152,43000,6,1,-0.007435111941467,0.37179157,0.87987345
PRV55375,14,147900,10564.285714285714,57000,2,1,-0.0154847909914852,0.06215925,0.67463744
PRV55376,88,21470,243.97727272727272,3300,13,0,-0.1678529359708825,0.13534243,0.0016009392
PRV55377,4,3410,852.5,3300,2,0,-0.1623052518348743,0.0,0.00022246172
PRV55378,14,132000,9428.57142857143,35000,4,0,-0.0498039024841457,0.049819924,0.08968486
PRV55379,4,36000,9000.0,19000,1,0,-0.0722358755098979,0.0,0.0027496559
PRV55381,45,173700,3860.0,32000,4,0,-0.0841902301590421,0.2536737,0.24608228
PRV55382,8,129000,16125.0,57000,5,0,0.0360283762921582,0.083316214,0.103638366
PRV55383,8,70000,8750.0,14000,2,0,-0.0772560065093671,0.048758123,0.069610305
PRV55384,1,30,30.0,30,1,0,-0.1625049873140977,0.0,0.0017946006
PRV55385,8,70000,8750.0,29000,3,0,-0.0750193982481943,0.05018583,0.17252706
PRV55386,82,21010,256.219512195122,3300,2,0,-0.1691710546916532,0.15160745,0.0009594365
PRV55387,6,90000,15000.0,57000,1,0,0.0305836775029556,0.09642017,0.022859277
PRV55388,515,134180,260.54368932038835,3300,15,0,-0.0541115628352624,0.16789225,0.0544584
PRV55390,26,23150,890.3846153846154,3300,5,0,-0.1602613167607708,0.03977406,0.0009598763
PRV55392,192,302110,1573.4895833333333,36000,27,0,-0.0403459721390788,0.3217053,0.11847039
PRV55395,12,2970,247.5,1300,2,0,-0.1792572299250673,0.017822724,0.00072473526
PRV55396,75,153830,2051.0666666666666,17000,47,0,-0.0483981725100497,0.2827292,0.067900755
PRV55397,6,630,105.0,400,5,0,-0.1690887781253722,0.048604142,0.0019858077
PRV55398,13,1430,110.0,500,2,0,-0.1764568899157904,0.017651316,0.00045717668
PRV55399,27,35790,1325.5555555555557,15000,10,0,-0.1409800313261589,0.040662274,0.019061591
PRV55400,1,200,200.0,200,1,0,-0.166509409991149,0.0,0.030120883
PRV55401,49,11560,235.9183673469388,2400,11,0,-0.1709554231622458,0.1543597,0.0026573148
PRV55402,44,17720,402.7272727272728,3300,8,0,-0.1741292959691026,0.10699815,0.001169057
PRV55404,25,2420,96.8,500,1,0,-0.1679263393577825,0.028294737,0.00078477967
PRV55405,10,2730,273.0,1100,1,0,-0.1764434804302007,0.01989362,0.00064095715
PRV55408,16,5160,322.5,2500,2,0,-0.1782229340169172,0.018639278,0.00087896315
PRV55409,5,280,56.0,200,2,0,-0.1675226486198437,0.07692041,0.0065614013
PRV55410,56,15380,274.6428571428572,3300,8,0,-0.1756059999134912,0.16307327,0.00047594684
PRV55411,39,11990,307.43589743589746,1700,2,0,-0.1686432949439259,0.07727423,0.008896938
PRV55412,11,1940,176.36363636363637,500,3,0,-0.1752043926760752,0.018355254,0.0003346204
PRV55413,4,2200,550.0,2100,3,0,-0.1702161852556895,0.0,0.0010165166
PRV55414,12,13670,1139.1666666666667,5000,4,0,-0.1534041172340464,0.020140652,0.00043941
PRV55416,73,20330,278.4931506849315,5000,21,0,-0.1527281804865748,0.1587562,0.0025931455
PRV55417,30,3710,123.66666666666669,500,1,0,-0.1644470079260152,0.04400506,0.000858314
PRV55418,9,20190,2243.333333333333,8000,2,0,-0.1346292276268961,0.025666079,0.0069356686
PRV55419,8,4430,553.75,2200,1,0,-0.1701734715043689,0.02718605,0.002106086
PRV55423,25,4710,188.4,1200,5,0,-0.1726247111689266,0.032454308,0.000712353
PRV55424,10,830,83.0,400,1,0,-0.1716041179702409,0.019570332,0.00070461375
PRV55425,26,3880,149.23076923076923,1200,3,0,-0.171272258556988,0.034113083,0.002650729
PRV55426,77,22110,287.1428571428572,3300,2,0,-0.1707446251607519,0.14096692,0.008152743
PRV55427,1,50,50.0,50,1,0,-0.1639635810486024,0.0,0.0017946006
PRV55428,1,7000,7000.0,7000,1,0,-0.0858043810973619,0.0,0.000635223
PRV55430,7,79000,11285.714285714286,31000,2,1,-0.0526913479793942,0.069662295,0.40519956
PRV55431,2,58000,29000.0,55000,1,0,0.1044156476928916,0.0,0.04659701
PRV55432,29,7430,256.2068965517241,1700,21,0,-0.1596934812196158,0.03777075,0.0034970401
PRV55433,87,342020,3931.264367816092,57000,48,1,-0.0169823559874351,0.3988143,0.6865123
PRV55434,40,69800,1745.0,15000,28,0,-0.1183146360898387,0.15093406,0.024305815
PRV55435,151,1250050,8278.476821192053,77000,16,1,0.1547331506995692,0.43635282,0.988135
PRV55436,11,2430,220.9090909090909,1300,10,0,-0.1695418130957693,0.018399311,0.0005047176
PRV55437,106,400250,3775.943396226415,57000,69,1,0.0183503968357331,0.38002503,0.68010604
PRV55438,219,70190,320.50228310502285,9050,4,0,-0.1144926708360278,0.17333627,0.011340877
PRV55439,224,96290,429.8660714285714,3300,5,0,-0.1085008396272742,0.1685474,0.049557794
PRV55441,32,67910,2122.1875,12000,16,0,-0.1265818836317386,0.0810061,0.050564803
PRV55442,61,119850,1964.754098360656,13000,24,0,-0.0987036642433032,0.26922545,0.038992837
PRV55443,38,341390,8983.947368421053,39000,7,0,-0.0212474143036874,0.40660906,0.6809595
PRV55444,128,1313260,10259.84375,57000,15,1,0.1301632698062608,0.8382534,0.9866043
PRV55445,133,56500,424.812030075188,10400,20,0,-0.1342205348677966,0.1586366,0.030134965
PRV55446,98,23140,236.12244897959184,2800,73,0,-0.0616563404220388,0.17279014,0.0007582891
PRV55447,66,22990,348.3333333333333,3300,39,0,-0.1331243151119831,0.16353945,0.0012076631
PRV55448,40,9000,225.0,1400,32,0,-0.138598653392406,0.07326911,0.010230779
PRV55449,21,6480,308.57142857142856,2200,20,0,-0.1605300032197647,0.024200048,0.002135215
PRV55450,201,57610,286.6169154228856,5100,13,0,-0.1276404076229323,0.17814,0.011762457
PRV55451,11,860,78.18181818181819,200,10,0,-0.1604049454381358,0.019584468,0.0004303991
PRV55452,60,372430,6207.166666666667,57000,15,0,-0.0253966152387725,0.43748266,0.39909407
PRV55453,795,294610,370.57861635220127,18000,16,1,0.0219081424416252,0.17373672,0.5478735
PRV55454,368,134960,366.7391304347826,12000,6,0,-0.0638332897609074,0.1936582,0.026370523
PRV55455,373,95350,255.63002680965147,3300,3,0,-0.0791980324756365,0.14729604,0.10945713
PRV55456,6,71300,11883.333333333334,39000,6,0,-0.0342173988918818,0.0938088,0.035637558
PRV55458,35,11830,338.0,2000,29,0,-0.1448608002876431,0.053333428,0.0007047551
PRV55459,344,114890,333.9825581395349,3300,19,0,-0.0810695674159826,0.1883724,0.06290219
PRV55460,18,3430,190.5555555555556,1200,14,0,-0.1647324504888412,0.020233195,0.00045083702
PRV55462,1907,4713830,2471.85631882538,57000,46,1,0.228865534507633,0.68218875,0.9948201
PRV55463,257,73500,285.9922178988327,3500,138,0,0.0459118283997243,0.15934569,0.0047971793
PRV55464,29,6540,225.51724137931035,1800,15,0,-0.1655740468359477,0.035279,0.0008069847
PRV55465,339,205830,607.1681415929204,34000,36,0,-0.0229654838427401,0.17126377,0.39959145
PRV55467,1896,569280,300.253164556962,16000,14,1,0.1330939479687743,0.17700829,0.98037845
PRV55468,27,10030,371.4814814814815,2500,12,0,-0.1730438435550605,0.035873882,0.0007576795
PRV55469,10,2110,211.0,950,10,0,-0.1693607287502051,0.01979293,0.0013482705
PRV55470,470,135060,287.3617021276596,3300,6,0,-0.0624957624531696,0.1707208,0.026871499
PRV55471,13,1670,128.46153846153845,400,9,0,-0.1650180817397918,0.017518131,0.0002754713
PRV55472,23,255090,11090.869565217392,59000,3,1,-0.0019027398476066,0.21501069,0.88054156
PRV55473,6,1350,225.0,1000,5,0,-0.1740952879001668,0.07773402,0.00086615304
PRV55474,80,17430,217.875,2200,53,0,-0.0949961038163586,0.15228409,0.00037060186
PRV55475,17,3700,217.64705882352945,2700,16,0,-0.1651786126280592,0.020305308,0.00033953073
PRV55477,46,17290,375.8695652173913,2400,26,0,-0.1558983905817403,0.124815874,0.0009857081
PRV55479,672,162410,241.6815476190476,3300,2,0,-0.0179093178805822,0.1353053,0.442235
PRV55480,42,14640,348.57142857142856,3300,32,0,-0.147571431369931,0.105082996,0.0014350386
PRV55481,52,20310,390.5769230769231,5000,11,0,-0.1638719169653775,0.15750368,0.0007607671
PRV55482,83,509250,6135.542168674699,57000,40,1,0.0083468337759758,0.71472466,0.60455877
PRV55483,76,778040,10237.368421052632,57000,13,1,0.0606651560529704,0.84211695,0.32695585
PRV55486,15,5170,344.6666666666667,1900,12,0,-0.1685768029510325,0.018863222,0.00021722812
PRV55487,78,27000,346.15384615384613,3600,5,0,-0.1670914300875569,0.1478802,0.001343236
PRV55489,361,111740,309.52908587257616,5020,3,0,-0.0674994799576551,0.15379266,0.01776708
PRV55490,50,160900,3218.0,17000,40,0,-0.057686314184524,0.3576827,0.29998899
PRV55491,355,115770,326.11267605633805,3300,8,0,-0.0850401935634529,0.169525,0.060152248
PRV55492,42,281980,6713.809523809524,32000,31,1,-0.0334596235911111,0.48980817,0.5088005
PRV55493,39,6270,160.76923076923077,1100,18,0,-0.1589476381159633,0.077992,0.0011067605
PRV55494,6,4470,745.0,4000,6,0,-0.1643727106439379,0.049694568,0.0015375101
PRV55495,51,282660,5542.35294117647,46000,36,1,-0.0270581191479031,0.6616225,0.49045897
PRV55496,86,277440,3226.046511627907,33000,27,1,-0.0643411946643912,0.2907417,0.50373286
PRV55497,7,980,140.0,300,7,0,-0.1658978599926712,0.07736385,0.0007311476
PRV55498,27,2830,104.8148148148148,500,20,0,-0.1540607384949342,0.03200889,0.0010599843
PRV55499,33,7900,239.3939393939394,3300,17,0,-0.168845229729711,0.052003548,0.00085280795
PRV55500,38,15060,396.3157894736842,3300,23,0,-0.1625012887161526,0.0841994,0.00060352555
PRV55501,13,12940,995.3846153846154,10000,6,0,-0.1513822046061569,0.019766627,0.0005120839
PRV55503,604,188780,312.5496688741722,9000,20,0,-0.0234004108225861,0.15416697,0.16088752
PRV55505,480,128250,267.1875,3300,6,0,-0.0653140324903275,0.15554225,0.05297396
PRV55506,14,124940,8924.285714285714,26000,5,1,-0.0652713841177648,0.056006197,0.08719526
PRV55507,87,44350,509.7701149425287,14000,13,0,-0.1449336184173194,0.18192522,0.03413556
PRV55508,16,9310,581.875,2400,10,0,-0.1683194016833483,0.020162504,0.0034638515
PRV55509,39,362510,9295.128205128203,57000,28,1,0.0075820408400025,0.43327048,0.83662456
PRV55510,861,255210,296.411149825784,3300,418,0,0.1893807332014996,0.15112719,0.12045158
PRV55511,5,3520,704.0,2100,5,0,-0.1615828842033654,0.07883485,0.0005381608
PRV55512,128,32330,252.578125,3500,2,0,-0.1581743310337882,0.14641319,0.001759085
PRV55513,38,12550,330.2631578947368,3300,29,0,-0.1545716502647267,0.08076686,0.0012443721
PRV55514,295,158330,536.7118644067797,18000,13,1,-0.070079040213597,0.16540189,0.49363616
PRV55515,459,130860,285.0980392156863,3300,13,0,-0.0689841944369664,0.18296169,0.026365291
PRV55516,158,254930,1613.481012658228,26000,45,0,-0.0406133079712646,0.23094024,0.21166193
PRV55518,235,205770,875.6170212765958,36000,57,0,-0.018241456274591,0.19175802,0.10695342
PRV55519,23,94710,4117.826086956522,34000,16,1,-0.0915044888014128,0.08499898,0.28378958
PRV55520,287,95890,334.11149825783974,3300,14,0,-0.103344135636209,0.17124788,0.016738063
PRV55521,615,157650,256.3414634146341,3300,5,0,-0.0311866005552311,0.14995551,0.2449255
PRV55522,248,69570,280.5241935483871,3300,10,0,-0.1251625227963692,0.15274379,0.02507439
PRV55523,303,83320,274.983498349835,3300,16,0,-0.1002990228359791,0.15270486,0.03354933
PRV55525,933,294250,315.3804930332262,4900,3,0,0.0376810383021105,0.18062173,0.058359426
PRV55527,2,170,85.0,100,2,0,-0.1663571616573938,0.0,0.0012558822
PRV55528,4,880,220.0,600,4,0,-0.1724422799773036,0.0,0.0012207552
PRV55530,71,17730,249.7183098591549,2300,35,0,-0.1351131334795341,0.14627871,0.0007468851
PRV55531,122,886130,7263.360655737705,40000,11,1,0.0635468219865265,0.7792063,0.8513247
PRV55534,146,35080,240.2739726027397,3360,9,0,-0.1533029258234287,0.15758091,0.003357237
PRV55535,42,9690,230.7142857142857,1200,25,0,-0.1504274504919339,0.08406613,0.006691602
PRV55536,222,148350,668.2432432432432,33000,11,0,-0.065945531762751,0.23575063,0.15310991
PRV55537,15,4810,320.6666666666667,2000,12,0,-0.1689072254742173,0.018594159,0.00024054905
PRV55538,2,80,40.0,60,1,0,-0.1642273802739676,0.0,0.0013179949
PRV55539,3,2620,873.3333333333334,2000,3,0,-0.1547116342165665,0.0,0.00021046444
PRV55540,31,221040,7130.322580645161,36000,7,0,-0.0545363951119402,0.24667196,0.18473268
PRV55541,134,30380,226.71641791044777,3300,2,0,-0.1557873958068303,0.15941697,0.003505828
PRV55543,141,92600,656.7375886524823,44000,6,0,-0.0671161921126231,0.14428414,0.07997249
PRV55547,27,139420,5163.703703703704,57000,20,0,-0.0495978899514309,0.13427529,0.064056344
PRV55548,562,159660,284.0925266903915,3300,7,0,-0.0454301083022977,0.17188503,0.13488592
PRV55549,28,7300,260.7142857142857,2000,5,0,-0.1733846684071154,0.035480738,0.0005934887
PRV55550,58,453200,7813.793103448276,57000,13,1,0.0035388836035343,0.68786424,0.6249133
PRV55551,91,29760,327.032967032967,3300,40,0,-0.1226169366831981,0.16357489,0.0013407213
PRV55552,1206,436740,362.1393034825871,57000,20,0,0.1050135217719,0.24348122,0.20945138
PRV55554,78,16180,207.43589743589743,3300,3,0,-0.1684060742464494,0.14192595,0.01370858
PRV55555,50,55450,1109.0,9000,25,0,-0.1350733660453781,0.21060939,0.009120887
PRV55556,206,54080,262.5242718446602,2600,59,0,-0.0696075433790831,0.12596843,0.002900324
PRV55557,68,60450,888.9705882352941,22000,23,0,-0.1207838014531789,0.23609665,0.005074711
PRV55558,36,11330,314.72222222222223,3300,2,0,-0.1778106538933371,0.07201764,0.0013003313
PRV55560,21,5170,246.1904761904762,1700,14,0,-0.1660343636393439,0.025676949,0.0016188194
PRV55561,24,8360,348.3333333333333,5100,14,0,-0.161149646581173,0.028401615,0.00067766744
PRV55562,17,2950,173.52941176470588,800,13,0,-0.1672538004295735,0.018446831,0.00061509566
PRV55563,18,4690,260.55555555555554,2800,8,0,-0.1758292985301487,0.019642334,0.0006893924
PRV55564,3,150,50.0,90,3,0,-0.1658991219080364,0.0,0.0010976859
PRV55565,23,6440,280.0,2600,18,0,-0.165855337273984,0.028816469,0.00036871212
PRV55566,53,17310,326.60377358490564,3300,4,0,-0.1764950180994067,0.1568937,0.00040967838
PRV55567,70,213870,3055.285714285714,46000,26,0,-0.0574126346307006,0.44976264,0.39936665
PRV55569,9,1480,164.44444444444446,500,5,0,-0.1736678863109056,0.022161605,0.0004114241
PRV55570,10,4900,490.0,3300,8,0,-0.1733979357821911,0.020309733,0.00075030647
PRV55571,61,13560,222.29508196721312,3300,13,0,-0.1748873130372685,0.14326614,0.0013962002
PRV55572,1,10,10.0,10,1,0,-0.1613966994978372,0.0,0.0017946006
PRV55573,11,29630,2693.6363636363635,11000,7,0,-0.1296096314415733,0.024410862,0.030421216
PRV55574,15,2340,156.0,1000,1,0,-0.1756590190955808,0.0176564,0.00046033287
PRV55575,6,470,78.33333333333333,200,5,0,-0.1639920117022197,0.048548833,0.002330199
PRV55576,60,26830,447.1666666666667,8000,10,0,-0.1599699923543805,0.17545506,0.05087108
PRV55577,2,20,10.0,20,1,0,-0.1625456750676183,0.0,0.0013179949
PRV55578,1,200,200.0,200,1,0,-0.166509409991149,0.0,0.030120883
PRV55579,174,37570,215.91954022988503,2600,2,0,-0.1391709262858969,0.1534312,0.031284537
PRV55580,66,19380,293.6363636363636,3300,21,0,-0.1681101223726996,0.17021641,0.0033034224
PRV55581,2,70,35.0,50,2,0,-0.1632789169341181,0.0,0.0011578497
PRV55582,24,7870,327.9166666666667,1700,12,0,-0.1690298727930664,0.02975989,0.005094977
PRV55583,12,18820,1568.3333333333333,9000,10,0,-0.1449892624495656,0.02101488,0.0015730665
PRV55584,2,600,300.0,400,2,0,-0.1712323106731129,0.0,0.0021163216
PRV55585,114,32500,285.0877192982456,3200,16,0,-0.1572255510379022,0.1274488,0.0011840842
PRV55586,2,42000,21000.0,35000,2,0,0.0416683140887526,0.0,0.026640972
PRV55587,7,1730,247.1428571428572,1400,7,0,-0.1702176753093101,0.04885282,0.008977509
PRV55588,3,3800,1266.6666666666667,3300,3,0,-0.1541181636862822,0.0,0.00027203423
PRV55589,20,2240,112.0,500,15,0,-0.1560160472230331,0.02238155,0.00060346205
PRV55590,5,2500,500.0,2300,4,0,-0.1687921007710734,0.13147,0.0008624771
PRV55591,1,0,0.0,0,1,0,-0.1599584879572585,0.0,0.0017946006
PRV55592,117,22140,189.23076923076923,3300,8,0,-0.1547876946783929,0.15544763,0.0014042445
PRV55593,147,39820,270.8843537414966,3300,12,0,-0.1524439165163385,0.16332553,0.0034467785
PRV55595,17,2610,153.52941176470588,1000,8,0,-0.1706586511354868,0.020126471,0.0014248012
PRV55596,32,12720,397.5,2900,7,0,-0.1731350515764749,0.051104832,0.0011987797
PRV55598,167,46190,276.58682634730536,3300,1,0,-0.1435348706127103,0.15458459,0.004804718
PRV55599,1,100,100.0,100,1,0,-0.165468060812217,0.0,0.0017946006
PRV55600,4,25000,6250.0,12000,4,0,-0.1035303610184107,0.0,0.0007681301
PRV55601,8,1540,192.5,500,6,0,-0.1712945183814591,0.026523376,0.002178444
PRV55602,5,780,156.0,400,4,0,-0.1707897014607932,0.07727178,0.0029874837
PRV55603,2,15000,7500.0,9000,2,0,-0.0846700832861426,0.0,0.0005415518
PRV55604,17,130000,7647.058823529412,18000,1,0,-0.0709271181831511,0.061643224,0.13724655
PRV55606,4,40000,10000.0,24000,3,0,-0.0607959413958022,0.0,0.006303209
PRV55607,1,40,40.0,40,1,0,-0.1628659375466221,0.0,0.0017946006
PRV55608,18,7400,411.1111111111111,3300,1,0,-0.1766412012831119,0.019649033,0.0014058354
